index,probability,label
3.0,0.975,1
5.0,0.5339285714285714,1
13.0,0.6928571428571428,0
17.0,0.7471983885128749,0
18.0,0.9178571428571428,1
22.0,0.5619698584670624,1
28.0,0.9464285714285714,1
31.0,0.7860671433259117,0
32.0,0.8428571428571429,1
33.0,0.5672619047619047,1
34.0,0.7107142857142857,0
35.0,0.7940476190476191,1
36.0,0.5728660468134181,0
37.0,0.5433333333333333,0
38.0,0.9314158108540015,0
39.0,0.9360592990167919,0
44.0,0.7970328283248624,0
46.0,0.7285714285714285,0
47.0,0.7857142857142857,0
48.0,0.6821428571428572,1
55.0,0.7494047619047619,0
57.0,0.8571428571428571,0
59.0,0.6476190476190476,1
67.0,0.9273809523809522,1
70.0,0.7880952380952381,1
71.0,0.5095238095238096,0
82.0,0.9260237998053096,0
83.0,0.7097210420017096,0
93.0,0.9190476190476192,1
95.0,0.6547619047619047,1
98.0,0.770570912684901,0
100.0,0.9783151694564051,0
104.0,0.5535714285714285,0
105.0,0.761904761904762,0
108.0,0.6449303593197927,1
110.0,0.567947998057256,1
118.0,0.7958333333333334,1
119.0,0.9309523809523809,1
122.0,0.9392857142857143,1
125.0,0.6142857142857143,1
127.0,0.7642857142857142,1
129.0,0.6113095238095237,0
136.0,0.8535714285714286,1
137.0,0.5857142857142856,1
140.0,0.7607142857142857,0
141.0,0.7596371882086167,1
143.0,0.8506802721088434,1
144.0,0.9214285714285714,1
145.0,0.7797619047619048,1
148.0,0.8178571428571428,0
149.0,0.8595238095238095,0
150.0,0.9574283765435845,0
155.0,0.9928571428571429,1
160.0,0.575,1
164.0,0.827830663288744,0
166.0,0.7511904761904762,1
167.0,0.5845238095238094,0
168.0,0.9464285714285714,1
170.0,0.6342219190013928,1
173.0,0.6035714285714285,0
175.0,0.8733267716535433,1
178.0,0.6226190476190475,1
180.0,0.8551104675205194,0
182.0,0.5458333333333334,0
190.0,0.6780184778910776,0
191.0,0.8136904761904762,0
192.0,0.5440476190476191,1
194.0,0.7319047619047618,1
195.0,0.8285714285714286,0
197.0,0.9571428571428572,0
198.0,0.6785150404529886,0
203.0,0.9440476190476191,1
205.0,0.5760864115338757,1
206.0,0.9214285714285714,1
209.0,0.8977298613903362,0
211.0,0.7773809523809524,1
214.0,0.780471449611349,0
217.0,0.655952380952381,0
218.0,0.8222561393930684,0
222.0,0.7242470893874972,1
224.0,0.825,1
228.0,0.9857142857142858,1
229.0,0.9392857142857143,1
232.0,0.9175324675324674,0
236.0,0.5166666666666666,1
242.0,0.6178571428571429,1
244.0,0.8567291410990194,0
247.0,0.8451235753679184,0
248.0,0.9678571428571429,0
