index,probability,label
3.0,0.8260529715666238,1
5.0,0.8406862252489747,1
13.0,0.5037249539913725,0
17.0,0.8565629204580213,0
18.0,0.588894931525398,0
22.0,0.9527623506781139,0
28.0,0.7559254132212891,0
31.0,0.8759852554355277,0
32.0,0.84221311936933,1
33.0,0.788822037662011,0
34.0,0.7606048291597939,1
35.0,0.8178036041748749,1
36.0,0.8865075936453848,0
37.0,0.5201788252810566,0
38.0,0.954383108325817,0
39.0,0.9288102036352262,0
44.0,0.9216238672621679,0
46.0,0.7785758103616216,1
47.0,0.8264924381061853,1
48.0,0.7257247709481375,0
55.0,0.7893315180916408,0
57.0,0.6638916817479459,0
59.0,0.8146438734360202,1
67.0,0.9222025076291492,1
70.0,0.8098126662160035,1
71.0,0.8518356657539436,1
82.0,0.9293353449263501,0
83.0,0.9348000068286489,0
93.0,0.8455757152611201,1
95.0,0.7601893163863909,1
98.0,0.8803830778792524,0
100.0,0.9608250541064597,0
104.0,0.842613029665034,1
105.0,0.855408020137647,1
108.0,0.9223214179948044,0
110.0,0.8897200167214839,0
118.0,0.5737916944779751,0
119.0,0.8016278924092283,0
122.0,0.6185877888356193,1
125.0,0.7875814780285783,0
127.0,0.7520462272585653,1
129.0,0.7843008828458493,1
136.0,0.7648156898343939,1
137.0,0.7791852069472625,1
140.0,0.7843008828458493,1
141.0,0.8668091423488632,0
143.0,0.8385454602254062,1
144.0,0.8493304877273232,1
145.0,0.5944402763825927,0
148.0,0.8845475904828465,1
149.0,0.8899597553276144,1
150.0,0.823537324431107,0
155.0,0.8384032262345094,1
160.0,0.6321250336829332,1
164.0,0.7888224605356475,0
166.0,0.7576903017126281,1
167.0,0.7688441646328759,1
168.0,0.8473869439433233,1
170.0,0.7818745416691275,0
173.0,0.8894787233162444,1
175.0,0.7713334885063279,0
178.0,0.7887799990170357,1
180.0,0.9576900744506391,0
182.0,0.574931331738195,0
190.0,0.9373207749565093,0
191.0,0.7616229469420522,1
192.0,0.8463514375496654,1
194.0,0.7997761190081518,1
195.0,0.8839865463584458,1
197.0,0.879204433399868,1
198.0,0.9172496257117272,0
203.0,0.8459021425659232,1
205.0,0.8662665706309483,0
206.0,0.7792379085911489,1
209.0,0.9427129826862264,0
211.0,0.8021038959468862,0
214.0,0.9314085369704732,0
217.0,0.7064628836739731,1
218.0,0.7878735860759978,0
222.0,0.7661738795672739,0
224.0,0.8839423734403467,0
228.0,0.9170449220319145,0
229.0,0.8902307746308917,1
232.0,0.5456178894354076,0
236.0,0.784894926866058,1
242.0,0.7721084446288011,1
244.0,0.9126495101994162,0
247.0,0.9153000925452648,0
248.0,0.8007368280316146,1
256.0,0.9246461094794847,0
258.0,0.6982645684269191,1
261.0,0.7218383292472481,0
264.0,0.7785758103616216,1
269.0,0.574931331738195,0
273.0,0.7994702736488247,1
275.0,0.8487861121977941,1
280.0,0.87796716550961,0
285.0,0.8555736808437088,1
286.0,0.797331587522805,0
287.0,0.6682783027402897,1
289.0,0.7564314280110619,0
292.0,0.7801257913179447,0
293.0,0.8902307746308917,1
296.0,0.6601103912469168,1
297.0,0.8059130809350802,1
302.0,0.8291729357609838,0
306.0,0.881750709096858,0
307.0,0.7691307547500188,0
321.0,0.7967515202468748,0
322.0,0.8276047196078772,1
323.0,0.7671353308261569,1
324.0,0.8904320034177776,1
325.0,0.7713334885063279,0
328.0,0.778925084950579,0
329.0,0.7644787371252229,0
331.0,0.9584379827733294,0
332.0,0.7712160042125932,0
335.0,0.6543855060374029,1
337.0,0.8609879919427744,1
