index,probability,label
3.0,0.5508901447231103,0
5.0,0.628384922453331,1
13.0,0.5445952497251251,1
17.0,0.6092092943043224,0
18.0,0.6265626844577076,0
22.0,0.6430575650442188,1
28.0,0.7251453177046455,1
31.0,0.561743958568375,1
32.0,0.5933897235954679,0
33.0,0.5428330193946053,0
34.0,0.674234702154126,0
35.0,0.6725794757081246,0
36.0,0.5260719939153807,1
37.0,0.6793428712477316,0
38.0,0.5321079860066609,0
39.0,0.5024896309858378,1
44.0,0.5554236552557121,0
46.0,0.5797261116682398,0
47.0,0.6189029672002536,0
48.0,0.5252567928990932,1
55.0,0.5729253829434174,1
57.0,0.5472117308498805,1
59.0,0.6373186376062574,1
67.0,0.6731235190293325,0
70.0,0.6004408596055413,0
71.0,0.6433302264474278,0
82.0,0.5747768668482551,0
83.0,0.5751852712401146,0
93.0,0.680224747245036,0
95.0,0.6400648996606062,0
98.0,0.7548668655508498,0
100.0,0.6108398522480863,0
104.0,0.6416187564066644,0
105.0,0.9125762622587702,1
108.0,0.6482368121490267,0
110.0,0.5427506325951252,0
118.0,0.5838199901718648,1
119.0,0.608096997953832,0
122.0,0.5482399246246298,0
125.0,0.6411956822636803,0
127.0,0.6724289828554475,1
129.0,0.6994086461295504,0
136.0,0.6363910319619812,0
137.0,0.6191353164398041,0
140.0,0.6908805596603066,0
141.0,0.7643136987305368,1
143.0,0.5206438635239504,0
144.0,0.5536341589190831,1
145.0,0.602074162606824,0
148.0,0.9830128364888788,1
149.0,0.7750553008817287,1
150.0,0.5250366849845808,1
155.0,0.5190406786197692,1
160.0,0.7131553031282352,0
164.0,0.546285299108362,0
166.0,0.5038215149063678,0
167.0,0.5073667045542094,0
168.0,0.5579756063670663,0
170.0,0.5332122600365652,0
173.0,0.8660086089788593,1
175.0,0.5530291748306536,0
178.0,0.5345539628586902,0
180.0,0.5322732621058275,1
182.0,0.6698783808214708,0
190.0,0.5221898474237164,1
191.0,0.598397466802721,0
192.0,0.7187785340728575,0
194.0,0.5647504399770917,0
195.0,0.9929602309038671,1
197.0,0.9165138122803299,1
198.0,0.5477686691264062,1
203.0,0.6802741281781006,0
205.0,0.5706419590763414,0
206.0,0.5828587067158126,1
209.0,0.5046240058699216,0
211.0,0.50033143830227,1
214.0,0.6311927842005721,0
217.0,0.5363493673430195,0
218.0,0.5135885316013209,0
222.0,0.6628483111722648,1
224.0,0.549511720901554,1
228.0,0.6175834986812528,1
229.0,0.5038375501156785,1
232.0,0.5038876964005069,1
236.0,0.6333490306489762,0
242.0,0.5619093045089034,0
244.0,0.6287426857255088,0
247.0,0.6462831947727856,0
248.0,0.5234444328744307,0
