index,probability,label
0,0.9375,0
1,0.685970026,0
2,0.932142857,0
3,0.979761905,1
4,0.921428571,1
5,0.810714286,0
6,0.627380952,1
7,0.746428571,0
8,0.864306706,0
9,0.819047619,1
10,0.910714286,1
11,0.819642857,1
12,0.782142857,1
13,0.872619048,0
14,0.989285714,1
15,0.660714286,0
16,0.868524971,0
17,0.723214286,1
18,0.761832172,1
19,0.508928571,0
20,0.607921245,0
21,0.544642857,1
22,0.542857143,1
23,0.929761905,0
24,0.801190476,0
25,0.816964286,0
26,0.747738095,0
27,0.885930736,0
28,0.814285714,1
29,0.886904762,0
30,0.95,0
31,0.54984127,0
32,0.994047619,1
33,0.714285714,1
34,0.810714286,0
35,0.823809524,1
36,0.798736934,1
37,0.883333333,1
38,0.533035714,1
39,0.775,0
40,0.873809524,0
41,0.811904762,0
42,0.786747776,0
43,0.610714286,0
44,0.528367347,0
45,0.789186647,0
46,0.821428571,0
47,0.796428571,0
48,0.951190476,1
49,0.8125,1
50,0.588095238,0
51,0.640536723,1
52,0.838095238,1
53,0.725,0
54,0.61547619,1
55,0.752380952,1
56,0.722619048,1
57,0.646645022,0
58,0.708928571,0
59,0.567857143,0
60,0.676190476,1
61,0.822462062,0
62,0.908333333,1
63,0.580011931,0
64,0.545779221,0
65,0.976785714,0
66,0.57797619,0
67,0.928571429,1
68,0.756547619,0
69,0.6975,0
70,0.827380952,1
71,0.50952381,0
72,0.917857143,1
73,0.832142857,1
74,0.750595238,0
75,0.638968254,1
76,0.892857143,0
77,0.67949729,0
78,0.530952381,0
79,0.909285714,1
80,0.681028317,0
81,0.873973051,0
82,0.547222222,0
83,0.607366071,1
84,0.692700157,0
85,0.796428571,0
86,0.798214286,0
87,0.985714286,0
88,0.578571429,0
89,0.585119048,1
90,0.753510896,0
91,0.735653753,0
92,0.757142857,0
93,0.928571429,1
94,0.63452381,1
95,0.5625,1
96,0.747619048,1
97,0.520833333,0
98,0.888095238,1
99,0.971428571,0
100,0.858147311,0
101,0.923647365,0
102,0.821985871,0
103,0.876190476,1
104,0.578571429,0
105,0.76547619,0
106,0.594047619,0
107,0.898214286,1
108,0.746428571,1
109,0.560714286,0
110,0.68452381,1
111,0.757142857,1
112,0.969642857,0
113,0.856925339,0
114,0.704761905,0
115,0.745700849,0
116,0.738095238,1
117,0.925,1
118,0.505729167,0
119,0.922619048,1
120,0.99047619,0
121,0.599843014,0
122,0.67481685,1
123,0.83608631,0
124,0.805153061,0
125,0.778571429,1
126,0.975,0
127,0.610714286,0
128,0.693247863,0
129,0.642857143,0
130,0.82953869,0
131,0.671428571,0
132,0.874599331,0
133,0.641666667,0
134,0.876190476,0
135,0.835555556,0
136,0.679761905,1
137,0.694642857,1
138,0.542261905,0
139,0.928571429,0
140,0.51547619,1
141,0.751190476,1
142,0.680891848,0
143,0.978571429,1
144,0.966666667,1
145,0.882142857,1
146,0.757142857,0
147,0.879761905,0
148,0.869897959,0
149,0.85,0
150,0.966666667,0
151,0.501190476,1
152,0.632142857,0
153,0.637229201,0
154,0.500204082,1
155,0.957142857,1
156,0.851190476,1
157,0.971428571,0
158,0.550793651,0
159,0.7,0
160,0.541666667,1
