index,probability,label
3.0,0.7600190464718458,1
5.0,0.7593525898952074,1
6.0,0.5637569006541296,1
13.0,0.557228269461534,1
15.0,0.8862731241855899,1
17.0,0.8693151045010485,0
18.0,0.6221812600503607,0
22.0,0.9227016151451121,0
28.0,0.7205442885239142,0
31.0,0.8706529687751808,0
32.0,0.7524736693865351,1
33.0,0.8618688155380213,0
34.0,0.7357184336657839,1
35.0,0.7655209935179448,1
36.0,0.9336397025145404,0
37.0,0.5702981223086288,1
38.0,0.9475322307759108,0
39.0,0.9007817174209766,0
40.0,0.9695945455442062,1
44.0,0.9338569301695255,0
46.0,0.7520328489233599,1
47.0,0.7467479304766771,1
48.0,0.7216316793925102,0
55.0,0.6279831590935796,0
57.0,0.6095269956219117,0
59.0,0.7449693408101075,1
67.0,0.8872944425284689,1
70.0,0.7381881701454236,1
71.0,0.7481361705952653,1
74.0,0.9940778462366506,0
78.0,0.909078763552613,0
82.0,0.9575240306154904,0
83.0,0.9242508401148499,0
85.0,0.7268991963204418,0
86.0,0.8711309363819287,0
93.0,0.7376280598808482,1
95.0,0.7568617656112538,1
98.0,0.8799358485663474,0
100.0,0.9504124630873847,0
104.0,0.7570732618985498,1
105.0,0.8011547764152602,1
108.0,0.7842887940858687,0
110.0,0.9456663024915692,0
111.0,0.6065874594920989,0
118.0,0.5557990704564557,1
119.0,0.7776339230989366,0
121.0,0.7557622760357418,0
122.0,0.5728664441626337,1
125.0,0.702119017157388,0
127.0,0.7945603986288313,1
129.0,0.7489106451111475,1
131.0,0.6044522304508942,0
136.0,0.6037908498878413,0
137.0,0.7411483896107103,1
140.0,0.7549393559123052,1
141.0,0.8472939000435402,0
143.0,0.7362086647938946,1
144.0,0.7555285481444138,1
145.0,0.6078569033528018,1
147.0,0.968119680128613,1
148.0,0.8861714265988412,1
149.0,0.8876927607221621,1
150.0,0.8962100378565049,0
155.0,0.75986299448774,1
160.0,0.6832604663884032,1
162.0,0.8877724464146755,0
164.0,0.7190437024108625,0
166.0,0.7287473099083734,1
167.0,0.75621460362359,1
168.0,0.8908518642003983,1
170.0,0.609167978762834,0
173.0,0.8876927607221621,1
175.0,0.8744631591676147,0
176.0,0.9397175343849892,0
178.0,0.7588508692866596,1
179.0,0.7788883490800864,0
180.0,0.9595518384505248,0
182.0,0.5543730180605757,1
187.0,0.9395354505912703,0
190.0,0.9537197373580111,0
191.0,0.680782328053711,1
192.0,0.7461274790218613,1
194.0,0.7489106451111475,1
195.0,0.8870549300343313,1
197.0,0.9698013795438836,1
198.0,0.9429658967133684,0
199.0,0.8879620815224273,1
203.0,0.7526642490271587,1
205.0,0.7343266551555361,0
206.0,0.8833083051895163,1
208.0,0.6124317617512474,0
209.0,0.9471629647474904,0
211.0,0.613406307545797,0
214.0,0.9400426566113254,0
217.0,0.7408592079103666,1
218.0,0.7282076451285624,0
222.0,0.7239804814451618,0
224.0,0.7984503084571107,0
225.0,0.964316423175858,0
228.0,0.9330014580647261,0
229.0,0.8908518642003983,1
232.0,0.544839836608267,0
234.0,0.8571856373897159,0
236.0,0.750143559055729,1
241.0,0.9916553825152934,0
242.0,0.8779691427586118,1
244.0,0.9583656146635366,0
247.0,0.8910694700041741,0
248.0,0.7375131697170221,1
256.0,0.9207193004615706,0
258.0,0.645699850282418,1
260.0,0.9626630337190036,0
261.0,0.6355245344809084,0
264.0,0.7533004429492807,1
269.0,0.544839836608267,0
273.0,0.7306450115058013,1
275.0,0.7418270375702147,1
280.0,0.8384530624241647,0
285.0,0.761040344072081,1
286.0,0.8748233755970827,0
287.0,0.5814497032259491,0
289.0,0.7328466671106698,0
290.0,0.9382399050343483,0
292.0,0.7205442885239142,0
293.0,0.8912981874714259,1
296.0,0.7431437729804136,1
297.0,0.7461274790218613,1
302.0,0.768153518342828,0
306.0,0.8159735357442641,0
307.0,0.8472939000435402,0
308.0,0.7312512206047428,1
309.0,0.7481055335305903,0
314.0,0.957698850113088,0
320.0,0.97707838752826,0
321.0,0.7878135125499013,0
322.0,0.8904248862836178,1
323.0,0.8861281815184766,1
324.0,0.954965161177785,1
325.0,0.7245294248048266,0
328.0,0.6103865603140295,0
329.0,0.7272736552373607,0
331.0,0.9840469165654621,0
332.0,0.6104091903932816,0
