index,probability,label
0,0.880025464731347,0
1,0.6448492448770129,0
2,0.8196411064425769,0
3,0.9156967787114847,1
4,0.9189370748299319,1
5,0.5994699546485263,0
6,0.7927229565707427,1
7,0.8320549402609204,0
8,0.9188386247435334,0
9,0.8435714285714287,1
10,0.8242857142857143,1
11,0.7954039327870032,1
12,0.8904761904761905,1
13,0.7716151866151867,0
14,0.9958333333333335,1
15,0.6257615546218489,0
16,0.7611363494448318,0
17,0.8236904761904764,1
18,0.8434015144519346,1
19,0.8508268005826954,0
20,0.6399800070229499,0
21,0.541941187822647,0
22,0.5863791544340015,0
23,0.900578231292517,0
24,0.795357142857143,0
25,0.8299361507146342,0
26,0.7657693551279724,0
27,0.8098438197871786,0
28,0.6609539270253555,1
29,0.8309944383158668,0
30,0.943452380952381,0
31,0.7562721262747522,0
32,0.9838095238095239,1
33,0.580354526425955,1
34,0.8491071428571428,0
35,0.8925000000000002,1
36,0.8351700680272108,1
37,0.8593877551020408,1
38,0.5001506255336142,0
39,0.7199873160714733,0
40,0.867389455782313,0
41,0.7172312409812411,0
42,0.65484693877551,0
43,0.7493707482993198,0
44,0.5285233925839516,1
45,0.7799202085807134,0
46,0.8894047619047619,0
47,0.6976190476190477,0
48,0.8818112244897959,1
49,0.792312925170068,1
50,0.5625966295609153,0
51,0.6017573696145124,1
52,0.826369047619048,1
53,0.5790252477509221,1
54,0.5554230442176872,1
55,0.5983790549083102,1
56,0.90656162464986,1
57,0.8190391156462585,0
58,0.7479905974424247,0
59,0.6079391842944074,1
60,0.6535461138478379,1
61,0.90375,0
62,0.8512202380952381,1
63,0.580912963125902,0
64,0.7333776528227544,0
65,0.9605357142857145,0
66,0.5975297619047619,0
67,0.9664880952380953,1
68,0.675,0
69,0.6249574829931973,0
70,0.7853316326530612,1
71,0.5236607142857143,0
72,0.9323809523809524,1
73,0.8833333333333334,1
74,0.9539200680272109,0
75,0.5307681774008305,1
76,0.8307142857142857,0
77,0.7314880952380952,0
78,0.5562018121391309,0
79,0.9094047619047618,1
80,0.8843002191712462,0
81,0.8568376331637252,0
82,0.5018658519801927,1
83,0.7504743722135027,1
84,0.6482312925170068,0
85,0.7794128056628057,0
86,0.5720928945740975,1
87,0.9535884353741496,0
88,0.5405357142857142,1
89,0.6501488095238096,1
90,0.7313562925170067,0
91,0.6423675196696422,0
92,0.7663690476190476,0
93,0.8884294068504595,1
94,0.6363802204195426,1
95,0.6966964285714284,1
96,0.5572858688930117,1
97,0.5545238095238094,1
98,0.8511054421768708,1
99,0.9061011904761905,0
100,0.8520164335869355,0
101,0.6700182185127742,0
102,0.7572203965252436,0
103,0.7580497873908338,1
104,0.5695631936985319,1
105,0.8551530612244899,0
106,0.6643239795918368,0
107,0.8162542517006802,1
108,0.8003316326530613,1
109,0.6224655267512411,0
110,0.5763369717594454,1
111,0.7230215419501133,1
112,0.9155102040816328,0
113,0.8242431972789116,0
114,0.5311904761904761,0
115,0.8256976259837481,0
116,0.6971761713660802,1
117,0.892579365079365,1
118,0.6110714285714286,1
119,0.8276190476190478,1
120,0.9517857142857142,0
121,0.6268676561533705,0
122,0.5764328231292516,1
123,0.7662308980290252,0
124,0.9417261904761903,0
125,0.717129414702944,1
126,0.9817857142857142,0
127,0.5747655537310711,1
128,0.6436607774013788,0
129,0.5216113945578231,0
130,0.7727342974255103,0
131,0.5862925170068028,1
132,0.9131691952608451,0
133,0.5246322175167809,1
134,0.7947916666666667,0
135,0.7371961022076018,0
136,0.6461709906634718,1
137,0.730607492997199,1
138,0.6838698206555349,0
139,0.8537074829931973,0
140,0.512517006802721,1
141,0.5893055555555554,1
142,0.7381926732297353,0
143,0.9295833333333334,1
144,0.9476785714285715,1
145,0.856710138600895,1
146,0.7020238095238094,0
147,0.868371212121212,0
148,0.961845238095238,0
149,0.6711309523809523,0
150,0.9173511904761905,0
151,0.542202380952381,0
152,0.525400403034954,1
153,0.6459034188770078,0
154,0.6285754077271936,1
155,0.8481627651060425,1
156,0.7891921768707484,1
157,0.8883928571428571,0
158,0.6207261909629925,1
159,0.8436401665929532,0
160,0.6890657447189401,1
161,0.8371428571428573,0
162,0.5975876655149402,0
163,0.6832227891156462,0
164,0.5335910743607789,0
165,0.9229761904761905,0
166,0.5859566326530613,1
167,0.5872953156358329,1
168,0.6601785714285714,1
169,0.6385625142932413,1
170,0.5291471596274552,1
171,0.7694812925170069,0
172,0.614251700680272,0
173,0.8594047619047618,0
174,0.7569737339380196,0
175,0.8256207482993199,1
176,0.7696830089778091,0
177,0.7866836734693878,0
178,0.9113392857142858,0
179,0.768065476190476,1
180,0.5062432128615236,0
181,0.615085231837216,0
182,0.7591959283713486,1
183,0.8929336734693879,1
184,0.9138095238095237,0
185,0.897202380952381,0
186,0.6930017006802721,0
187,0.6555719731545459,0
188,0.6843707482993197,0
189,0.890170068027211,0
190,0.7763770604395603,1
191,0.6198239295718286,1
192,0.6437797619047618,0
193,0.5099914965986394,1
194,0.5773214285714285,1
195,0.9711309523809525,0
196,0.5666491841491842,0
197,0.9741666666666668,0
198,0.521037249969339,0
199,0.7824744897959184,1
200,0.8488540410229776,0
201,0.7962276667873357,0
202,0.8988265306122449,1
203,0.8022614775575302,1
204,0.8489158163265306,1
205,0.6752125850340137,1
206,0.7923894557823128,1
207,0.6050599376180079,0
208,0.7099404761904761,1
209,0.8642031482988928,0
210,0.9576190476190476,1
211,0.7980399659863946,1
212,0.6566815476190477,1
213,0.5399454982304216,0
214,0.7476568405139834,0
215,0.7102801399941819,1
216,0.976904761904762,0
217,0.7713600845743702,0
218,0.6037334310154268,0
219,0.9367006802721087,0
220,0.7406845238095239,0
221,0.7402380952380953,0
222,0.5391000566893424,0
223,0.7874109552727976,0
224,0.5755952380952382,0
225,0.5036920383647461,0
226,0.615,0
227,0.730598544973545,0
228,0.7380867346938775,1
229,0.8731802721088435,1
230,0.7285416666666666,1
231,0.6666921768707483,0
232,0.9354166666666666,0
233,0.6572222222222222,1
234,0.6935750089509487,1
235,0.8244156277211402,0
236,0.6501998299319729,1
237,0.7910374149659862,0
238,0.9247874149659863,0
239,0.8966836734693877,1
